id,Details,NDRE,PLATFORM,Yield
238,HiRain_SWW_SP,0.383400583,WSU,96
239,HiRain_SWW_SP,0.377706465,WSU,86
240,HiRain_SWW_SP,0.418206303,WSU,97
241,HiRain_SWW_SP,0.390908273,WSU,87
242,HiRain_SWW_SP,0.42941902,WSU,88
243,HiRain_SWW_SP,0.308914006,WSU,71
244,HiRain_SWW_SP,0.409425067,WSU,81
245,HiRain_SWW_SP,0.394782792,WSU,86
246,HiRain_SWW_SP,0.420207845,WSU,83
247,HiRain_SWW_SP,0.406832697,WSU,85
248,HiRain_SWW_SP,0.393618725,WSU,90
249,HiRain_SWW_SP,0.36077105,WSU,78
250,HiRain_SWW_SP,0.371773369,WSU,98
1,Metribuzin_Trail_NoSpray,0.421079785,WSU,119
2,Metribuzin_Trail_NoSpray,0.423354448,WSU,119
3,Metribuzin_Trail_NoSpray,0.421071064,WSU,120
4,Metribuzin_Trail_NoSpray,0.460734102,WSU,127
5,Metribuzin_Trail_NoSpray,0.389086546,WSU,115
6,Metribuzin_Trail_NoSpray,0.452342849,WSU,129
7,Metribuzin_Trail_NoSpray,0.455130596,WSU,120
8,Metribuzin_Trail_NoSpray,0.442666896,WSU,133
9,Metribuzin_Trail_NoSpray,0.439349676,WSU,119
10,Metribuzin_Trail_NoSpray,0.418843737,WSU,109
11,Metribuzin_Trail_NoSpray,0.421917378,WSU,98
12,Metribuzin_Trail_NoSpray,0.406770495,WSU,91
13,Metribuzin_Trail_NoSpray,0.446455517,WSU,100
14,Metribuzin_Trail_NoSpray,0.424134184,WSU,104
15,Metribuzin_Trail_NoSpray,0.429737509,WSU,104
16,Metribuzin_Trail_NoSpray,0.432887762,WSU,112
17,Metribuzin_Trail_NoSpray,0.385287795,WSU,80
18,Metribuzin_Trail_NoSpray,0.370447216,WSU,84
19,Metribuzin_Trail_NoSpray,0.392515811,WSU,87
20,Metribuzin_Trail_NoSpray,0.413146255,WSU,83
21,Metribuzin_Trail_NoSpray,0.446017258,WSU,105
22,Metribuzin_Trail_NoSpray,0.428782954,WSU,101
23,Metribuzin_Trail_NoSpray,0.381033016,WSU,86
24,Metribuzin_Trail_NoSpray,0.414216399,WSU,91
25,Metribuzin_Trail_NoSpray,0.373639357,WSU,86
26,Metribuzin_Trail_NoSpray,0.41671992,WSU,84
27,Metribuzin_Trail_NoSpray,0.423708202,WSU,95
28,Metribuzin_Trail_NoSpray,0.442893512,WSU,89
29,Metribuzin_Trail_NoSpray,0.378063204,WSU,91
30,Metribuzin_Trail_NoSpray,0.378263298,WSU,87
31,Metribuzin_Trail_NoSpray,0.385620841,WSU,82
32,Metribuzin_Trail_NoSpray,0.427576428,WSU,105
33,Metribuzin_Trail_NoSpray,0.404703933,WSU,101
34,Metribuzin_Trail_NoSpray,0.437787028,WSU,102
35,Metribuzin_Trail_NoSpray,0.454436124,WSU,96
36,Metribuzin_Trail_NoSpray,0.390413007,WSU,95
1,Metribuzin_Trial_Spray,0.351163526,WSU,102
2,Metribuzin_Trial_Spray,0.362610739,WSU,94
3,Metribuzin_Trial_Spray,0.389411938,WSU,110
4,Metribuzin_Trial_Spray,0.372814903,WSU,105
5,Metribuzin_Trial_Spray,0.332995326,WSU,75
6,Metribuzin_Trial_Spray,0.378899792,WSU,92
7,Metribuzin_Trial_Spray,0.380401396,WSU,91
8,Metribuzin_Trial_Spray,0.372709741,WSU,102
9,Metribuzin_Trial_Spray,0.398064813,WSU,106
10,Metribuzin_Trial_Spray,0.388577548,WSU,104
11,Metribuzin_Trial_Spray,0.421302866,WSU,104
12,Metribuzin_Trial_Spray,0.40429409,WSU,104
13,Metribuzin_Trial_Spray,0.416206722,WSU,109
14,Metribuzin_Trial_Spray,0.372762485,WSU,102
15,Metribuzin_Trial_Spray,0.398727348,WSU,111
16,Metribuzin_Trial_Spray,0.418182241,WSU,118
17,Metribuzin_Trial_Spray,0.381575629,WSU,61
18,Metribuzin_Trial_Spray,0.376660951,WSU,80
19,Metribuzin_Trial_Spray,0.391474999,WSU,86
20,Metribuzin_Trial_Spray,0.411170197,WSU,91
21,Metribuzin_Trial_Spray,0.408057879,WSU,97
22,Metribuzin_Trial_Spray,0.401946851,WSU,99
23,Metribuzin_Trial_Spray,0.362793489,WSU,90
24,Metribuzin_Trial_Spray,0.406184466,WSU,106
25,Metribuzin_Trial_Spray,0.375823763,WSU,80
26,Metribuzin_Trial_Spray,0.409705665,WSU,85
27,Metribuzin_Trial_Spray,0.403863807,WSU,85
28,Metribuzin_Trial_Spray,0.420709593,WSU,87
29,Metribuzin_Trial_Spray,0.357429471,WSU,79
30,Metribuzin_Trial_Spray,0.373240291,WSU,71
31,Metribuzin_Trial_Spray,0.389513024,WSU,79
32,Metribuzin_Trial_Spray,0.39613776,WSU,88
33,Metribuzin_Trial_Spray,0.365206343,WSU,91
34,Metribuzin_Trial_Spray,0.392940684,WSU,94
35,Metribuzin_Trial_Spray,0.426401461,WSU,97
36,Metribuzin_Trial_Spray,0.382396401,WSU,90
